symbol,date,price
GoPro,Sep 2017,10.92
GoPro,Sep 2017,10.89
GoPro,Sep 2017,11.41
GoPro,Sep 2017,11.23
GoPro,Sep 2017,11.52
GoPro,Sep 2017,11.12
GoPro,Sep 2017,10.97
GoPro,Sep 2017,10.66
GoPro,Sep 2017,10.94
GoPro,Sep 2017,10.75
GoPro,Sep 2017,11.18
GoPro,Sep 2017,11.51
GoPro,Sep 2017,11.69
GoPro,Sep 2017,11.48
GoPro,Sep 2017,11.01
GoPro,Oct 2017,11.12
GoPro,Oct 2017,11.09
GoPro,Oct 2017,10.39
GoPro,Oct 2017,9.67
GoPro,Oct 2017,9.88
GoPro,Oct 2017,9.81
GoPro,Oct 2017,9.75
GoPro,Oct 2017,9.63
GoPro,Oct 2017,9.58
GoPro,Oct 2017,9.56
GoPro,Oct 2017,9.08
GoPro,Oct 2017,9.23
GoPro,Oct 2017,9.47
GoPro,Oct 2017,9.21
GoPro,Oct 2017,9.48
GoPro,Oct 2017,9.4
GoPro,Oct 2017,9.4
GoPro,Oct 2017,9.62
GoPro,Oct 2017,9.86
GoPro,Oct 2017,10
GoPro,Oct 2017,10.34
GoPro,Oct 2017,10.43
GoPro,Nov 2017,10.67
GoPro,Nov 2017,9.58
GoPro,Nov 2017,9.13
GoPro,Nov 2017,8.91
GoPro,Nov 2017,8.85
GoPro,Nov 2017,8.73
GoPro,Nov 2017,8.35
GoPro,Nov 2017,8.51
GoPro,Nov 2017,8.38
GoPro,Nov 2017,8.21
GoPro,Nov 2017,8.16
GoPro,Nov 2017,8.27
GoPro,Nov 2017,8.29
GoPro,Nov 2017,8.39
GoPro,Nov 2017,8.61
GoPro,Nov 2017,8.58
GoPro,Nov 2017,8.58
GoPro,Nov 2017,8.63
GoPro,Nov 2017,8.72
GoPro,Nov 2017,8.63
GoPro,Nov 2017,8.54
GoPro,Dec 2017,8.51
GoPro,Dec 2017,8.23
GoPro,Dec 2017,8.14
GoPro,Dec 2017,7.92
GoPro,Dec 2017,7.99
GoPro,Dec 2017,8.02
GoPro,Dec 2017,8.2
GoPro,Dec 2017,8.03
GoPro,Dec 2017,7.99
GoPro,Dec 2017,7.84
GoPro,Dec 2017,8.04
GoPro,Dec 2017,8.06
GoPro,Dec 2017,8.08
GoPro,Dec 2017,8.04
GoPro,Dec 2017,8.08
GoPro,Dec 2017,7.95
GoPro,Dec 2017,7.85
GoPro,Dec 2017,7.67
GoPro,Dec 2017,7.69
GoPro,Dec 2017,7.57
GoPro,Jan 2018,7.44
GoPro,Jan 2018,7.49
GoPro,Jan 2018,7.57
GoPro,Jan 2018,7.52
GoPro,Jan 2018,6.56
GoPro,Jan 2018,6.17
GoPro,Jan 2018,6.05
GoPro,Jan 2018,6.15
GoPro,Jan 2018,6.23
GoPro,Jan 2018,6.36
GoPro,Jan 2018,6.34
GoPro,Jan 2018,6.27
GoPro,Jan 2018,6.29
GoPro,Jan 2018,6.3
GoPro,Jan 2018,6.12
GoPro,Jan 2018,6.1
GoPro,Jan 2018,5.96
GoPro,Jan 2018,5.65
GoPro,Jan 2018,5.32
GoPro,Jan 2018,5.47
GoPro,Jan 2018,5.47
GoPro,Feb 2018,5.5
GoPro,Feb 2018,5.55
GoPro,Feb 2018,5.52
GoPro,Feb 2018,5.63
GoPro,Feb 2018,5.61
GoPro,Feb 2018,5.58
GoPro,Feb 2018,5.46
GoPro,Feb 2018,5.26
GoPro,Feb 2018,5.29
GoPro,Feb 2018,5.67
GoPro,Feb 2018,5.62
GoPro,Feb 2018,5.49
GoPro,Feb 2018,5.57
GoPro,Feb 2018,5.55
GoPro,Feb 2018,5.46
GoPro,Feb 2018,5.59
GoPro,Feb 2018,5.65
GoPro,Feb 2018,5.46
GoPro,Feb 2018,5.38
GoPro,Mar 2018,5.42
GoPro,Mar 2018,5.56
GoPro,Mar 2018,5.73
GoPro,Mar 2018,5.83
GoPro,Mar 2018,5.79
GoPro,Mar 2018,5.74
GoPro,Mar 2018,5.51
GoPro,Mar 2018,5.63
GoPro,Mar 2018,5.63
GoPro,Mar 2018,5.61
GoPro,Mar 2018,5.62
GoPro,Mar 2018,5.54
GoPro,Mar 2018,5.33
GoPro,Mar 2018,5
GoPro,Mar 2018,4.92
GoPro,Mar 2018,4.78
GoPro,Mar 2018,4.58
GoPro,Mar 2018,4.73
GoPro,Mar 2018,4.91
GoPro,Mar 2018,4.84
GoPro,Mar 2018,4.79
GoPro,Apr 2018,4.53
GoPro,Apr 2018,4.54
GoPro,Apr 2018,4.78
GoPro,Apr 2018,4.91
GoPro,Apr 2018,4.88
GoPro,Apr 2018,4.71
GoPro,Apr 2018,4.76
GoPro,Apr 2018,4.87
GoPro,Apr 2018,5.22
GoPro,Apr 2018,5.26
GoPro,Apr 2018,5.58
